Group,Sub_Contructor,TP_value,TP_No,Step,Major_Priority,Sub_system,Test_media,Test_pressure,Inch_meter,Inch_dia,Support_Remain,Weld_Remain,Total_Support,SP_Welded,Total_DIA,WELD_DONE,Welding %,Package_Generation,Execution_Work,NDT,HS,LC,CL,H/V/P,DD,FC,RE,FD,Remark,RT_REMAIN(Joint),PT_REMAIN(Joint),PWHT_REMAIN(Joint),UT_REMAIN(Joint),PMI_REMAIN(Joint),REPAIR,Cutout,RTRP
01-Execution,STP,VE,VENDOR23,00-Package_Generation,-,Unknow,-,-,0,40,0,40,,,40,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR30,00-Package_Generation,-,Unknow,-,-,0,641.5,0,641.5,,,641.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR39,00-Package_Generation,-,Unknow,-,-,0,76,0,76,,,76,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR16,00-Package_Generation,-,Unknow,-,-,0,111.5,0,111.5,,,111.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR03,00-Package_Generation,-,Unknow,-,-,0,59,0,59,,,59,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR17,00-Package_Generation,-,Unknow,-,-,0,302.25,0,302.25,,,302.25,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR07,00-Package_Generation,-,Unknow,-,-,0,36,0,36,,,36,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR14,00-Package_Generation,-,Unknow,-,-,0,188,0,188,,,188,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR35,00-Package_Generation,-,Unknow,-,-,0,885,0,885,,,885,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR40,00-Package_Generation,-,Unknow,-,-,0,232,0,232,,,232,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR34,00-Package_Generation,-,Unknow,-,-,0,894,0,894,,,894,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR38,00-Package_Generation,-,Unknow,-,-,0,138,0,138,,,138,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR05,00-Package_Generation,-,Unknow,-,-,0,74.5,0,74.5,,,74.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR11,00-Package_Generation,-,Unknow,-,-,0,14,0,14,,,14,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR19,00-Package_Generation,-,Unknow,-,-,0,88.5,0,88.5,,,88.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR22,00-Package_Generation,-,Unknow,-,-,0,72,0,72,,,72,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR09,00-Package_Generation,-,Unknow,-,-,0,18,0,18,,,18,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR28,00-Package_Generation,-,Unknow,-,-,0,476,0,476,,,476,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR02,00-Package_Generation,-,Unknow,-,-,0,237,0,237,,,237,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR01,00-Package_Generation,-,Unknow,-,-,0,8337.5,0,8337.5,,,8337.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR31,00-Package_Generation,-,Unknow,-,-,0,22,0,22,,,22,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR06,00-Package_Generation,-,Unknow,-,-,0,131.25,0,131.25,,,131.25,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR26,00-Package_Generation,-,Unknow,-,-,0,150,0,150,,,150,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR15,00-Package_Generation,-,Unknow,-,-,0,580.75,0,580.75,,,580.75,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR37,00-Package_Generation,-,Unknow,-,-,0,889.5,0,889.5,,,889.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR13,00-Package_Generation,-,Unknow,-,-,0,83.5,0,83.5,,,83.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR36,00-Package_Generation,-,Unknow,-,-,0,938,0,938,,,938,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR10,00-Package_Generation,-,Unknow,-,-,0,31,0,31,,,31,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR32,00-Package_Generation,-,Unknow,-,-,0,36,0,36,,,36,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR25,00-Package_Generation,-,Unknow,-,-,0,53.5,0,53.5,,,53.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR27,00-Package_Generation,-,Unknow,-,-,0,72,0,72,,,72,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR29,00-Package_Generation,-,Unknow,-,-,0,646.5,0,646.5,,,646.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR21,00-Package_Generation,-,Unknow,-,-,0,573.75,0,573.75,,,573.75,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR04,00-Package_Generation,-,Unknow,-,-,0,125.5,0,125.5,,,125.5,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR12,00-Package_Generation,-,Unknow,-,-,0,14,0,14,,,14,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR08,00-Package_Generation,-,Unknow,-,-,0,31,0,31,,,31,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP,VE,VENDOR24,00-Package_Generation,-,Unknow,-,-,0,8,0,8,,,8,0,0,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP-HSP,0247,4000-04-PH-02-247,01-Welding in progress,-,4000-04,DEM WATER,70.5,0,127.5,0,38.25,,,126,87.75,0.696428571428571,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP-HSP,0248,3000-02-CBD-01-248,01-Welding in progress,-,3000-02,WATER,70.5,0,265.75,34,52.25,34,0,265.75,213.5,0.803386641580433,✓,,,,,,,,,,,Hold Area-48,5,,,,,0,0,5
01-Execution,STP-HSP,0654,3000-04-HG-05-654,01-Welding in progress,-,3000-04,WATER,90,0,224.5,7,40.25,7,0,223.75,183.5,0.820111731843575,✓,,,,,,,,,,,,3,,,,,0,0,3
01-Execution,STP-HSP,0822,3000-03-SG-09-822,01-Welding in progress,-,3000-03,DEM WATER,148.5,0,1842.75,28,308.75,28,0,1842.75,1534,0.832451499118166,✓,,,,,,,,,,,,43,,,,,1,2,46
01-Execution,STP-HSP,0902,4000-04-LO-01-902,01-Welding in progress,-,4000-04,DEM WATER,10,0,34,3,0,3,0,34,34,1,✓,,,,,,,,,,,,3,,,,,0,0,3
01-Execution,STP-HSP,0903,4000-04-LO-02-903,01-Welding in progress,-,4000-04,DEM WATER,10,0,77,9,39,9,0,77,38,0.493506493506494,✓,,,,,,,,,,,,2,,,,,0,0,2
01-Execution,STP-HSP,0904,4000-04-LO-03-904,01-Welding in progress,-,4000-04,DEM WATER,10,0,36,2,8,2,0,36,28,0.777777777777778,✓,,,,,,,,,,,,2,,,,,0,0,2
01-Execution,STP-HSP,0905,4000-04-LO-04-905,01-Welding in progress,-,4000-04,DEM WATER,10,0,75,7,49,7,0,75,26,0.346666666666667,✓,,,,,,,,,,,,,,,,,,,
01-Execution,STP-HSP,0907,4000-04-LO-06-907,01-Welding in progress,-,4000-04,DEM WATER,10,0,50,0,23,,,50,27,0.54,✓,,,,,,,,,,,,,,,,,,,
02-History_sheet,HSP,0008,DE-RF-PRG-008,03-History_Sheet,REF,Unknow,WATER,99.5,0,207,0,32,,,207,175,0.845410628019324,✓,✓,✓,✓,F.I.N,,,,,,,,1,,,,,0,0,1
02-History_sheet,HSP,0722,1000-01-OW-03-722,03-History_Sheet,A,1000-01,WATER,90,0,3,0,0,,,2,2,1,✓,✓,✓,✓,F.I.N,,,,,,,,,,,,,,,
02-History_sheet,HSP,0846,1000-03-PRG-04-846,03-History_Sheet,A,1000-03,WATER,91.5,0,2.5,0,0,,,2.5,2.5,1,✓,✓,✓,✓,,,,,,,,,,,,,,,,
02-History_sheet,MRD,0243,70-WWS-UG-KC-243,03-History_Sheet,UG,4000-10,WATER,12,100,86.75,0,0,,,96.5,96.5,1,✓,✓,✓,✓,F.I.N,F.I.N,F.I.N,F.I.N,,,,,1,,,,,0,0,1
02-History_sheet,MRD,0252,70-WWS-UG-KC-252,03-History_Sheet,UG,4000-10,-,Visual,2,7.5,0,0,,,,0,,✓,✓,✓,✓,,,,,,,,,,,,,,,,
02-History_sheet,MRD,0481,5000-01-PMC-16-481,03-History_Sheet,-,5000-01,WATER,7.5,0,42,0,0,,,42,42,1,✓,✓,✓,✓,,,,,,,,Hold Level Gauge,,,,,,,,
02-History_sheet,MRD,0482,5000-01-PMC-17-482,03-History_Sheet,-,5000-01,WATER,7.5,0,12,0,0,,,12,12,1,✓,✓,✓,✓,,,,,,,,Hold Level Gauge,,,,,,,,
02-History_sheet,STP,0030,5000-04-PMP-01-030,03-History_Sheet,-,5000-04,WATER,6.75,0,12,0,0,,,12,12,1,✓,✓,✓,✓,,,,,,,,بدلیل نبود Flexibel تکمیل خط هولد شد,,,,,,,,
02-History_sheet,STP,0031,5000-04-PMP-02-031,03-History_Sheet,-,5000-04,WATER,6.75,0,12,0,0,,,12,12,1,✓,✓,✓,✓,,,,,,,,بدلیل نبود Flexibel تکمیل خط هولد شد,,,,,,,,
02-History_sheet,STP,0279,56-MO-26-UG-KC-279,03-History_Sheet,UG,4000-09,-,Visual,56.304,36,0,0,,,39,39,1,✓,,✓,✓,,,,,,,,,,,,,,,,
02-History_sheet,STP,0323,4000-08-CWR-81-323,03-History_Sheet,A,4000-08,WATER,11.25,0,15.75,0,0,,,15,15,1,✓,✓,✓,✓,,,,,,,,,,,,,,,,
02-History_sheet,STP,0640,1000-03-PRC-16-640,03-History_Sheet,-,1000-03,DEM WATER,106.5,0,30.25,0,0,2,2,30.25,30.25,1,✓,✓,✓,✓,,,,,,,,هولد تعویض T در Strainer,,,,,,,,
02-History_sheet,STP,0785,4000-06-DMW-22-785,03-History_Sheet,-,4000-06,DEM WATER,5.2,0,4.5,0,0,,,4.5,4.5,1,✓,✓,✓,✓,,,,,,,,تحویل لاین چک,,,,,,,,
02-History_sheet,STP,0927,4000-11-IA-05-927,03-History_Sheet,-,4000-11,WATER,15.75,0,68,0,0,,,68,68,1,✓,✓,✓,✓,,,,,,,,اجرای داربست بندی,,,,,,,,
02-History_sheet,STP,0956,3000-01-LPC-08-956,03-History_Sheet,A,3000-01,WATER,15.4,0,20,0,0,,,20,20,1,✓,✓,✓,✓,,,,,,,,,,,,,,,,
03-Line_Check,HSP-STP,0723,4000-03-MPS-03-723,05-Cleaning,A,4000-03,WATER,76.1,0,5820.5,0,48,107,107,5756.75,5708.75,0.991661962044556,✓,✓,✓,✓,✓,✓,F.I.N,,,,,,,,,,,,,
03-Line_Check,STP,0641,1000-03-PRC-17-641,04-Line_Check,-,1000-03,DEM WATER,106.5,0,30.25,0,0,2,2,30.25,30.25,1,✓,✓,✓,✓,✓,,,,,,,تحویل تست- هولد TEE STRAINER دارای ترک می باشد.,,,,,,,,
04-H/V/P Test,-,0110,66-FW-UG-110,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,138,185,0,0,,,172.5,172.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,F.I.N,,مربوط به شرق سایت,,,,,,,,
04-H/V/P Test,-,0111,66-FOS-UG-111,07-Flushing/Drying,UG,4000-14,,,0,28,0,0,,,20,20,1,✓,,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,-,0112,66-FW-UG-112,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,184.5,0,0,,,184.5,184.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0115,66-FOS-UG-115,07-Flushing/Drying,UG,4000-14,,,0,24,0,0,,,20,20,1,✓,,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,-,0116,66-FW-UG-116,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,172.5,0,0,,,172.5,172.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0119,67-FOS-UG-119,07-Flushing/Drying,UG,4000-14,,,0,42,0,0,,,36,36,1,✓,,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,-,0121,67-PMC-UG-121,08-Face_Cleaning,RE_UG,Unknow,,,0,108,0,0,,,104,104,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0138,66-FW-UG-138,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,65,0,0,,,65,65,1,✓,,✓,✓,✓,✓,✓,✓,✓,F.I.N,,,,,,,,,,
04-H/V/P Test,-,0139,67-FW-UG-139,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,239.25,0,0,,,239.25,239.25,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0140,67-FW-UG-140,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,238.5,0,0,,,238.5,238.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0202,57-FW-UG-202,07-Flushing/Drying,UG-FW,4000-14,WATER,25.5,0,126.5,0,0,,,126.5,126.5,1,✓,,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,-,0203,57-FW-UG-203,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,126.5,0,0,,,130.5,130.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0204,57-FW-UG-204,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,126.5,0,0,,,134.5,134.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0219,56-FW-UG-219,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,143.5,0,0,,,143.5,143.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0221,56-FW-UG-221,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,143.5,0,0,,,143.5,143.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0222,56-FW-UG-222,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,143.5,0,0,,,143.5,143.5,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0246,70-FW-UG-246,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,142,0,0,,,142,142,1,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,-,0323,66-WWO-UG-323,07-Flushing/Drying,UG,4000-09,-,NON PRESSURE,79,50,0,0,,,50,50,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,مربوط به شرق سایت,,1,,,,,,
04-H/V/P Test,-,0324,67-WWO-UG-324,07-Flushing/Drying,UG,4000-09,,,0,50,0,0,,,50,50,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,-,0325,67-WWO-UG-325,07-Flushing/Drying,UG,4000-09,,,0,108,0,0,,,108,108,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,-,0326,61-OW-UG-326,07-Flushing/Drying,UG,4000-09,,,0,92,0,0,,,88,88,1,✓,,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,-,0332,67-FW-UG-332,08-Face_Cleaning,UG-FW,4000-14,WATER,25.5,0,65,0,0,,,65,65,1,✓,,✓,✓,✓,✓,✓,✓,✓,F.I.N,,,,,,,,,,
04-H/V/P Test,HSP,0001,DE-RF-FG-001,07-Flushing/Drying,REF,Unknow,WATER,10.5,0,1148,1,0,4,3,1120,1120,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,1,,,,,0,0,1
04-H/V/P Test,HSP,0002,DE-RF-FG-002,07-Flushing/Drying,REF,Unknow,WATER,10.5,0,2025.75,0,0.75,,,2025.75,2025,0.999629766753054,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0003,DE-RF-FG-003,07-Flushing/Drying,REF,Unknow,WATER,10.5,0,2021.75,0,0.75,,,2021.75,2021,0.999629034252504,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0004,DE-RF-FG-004,07-Flushing/Drying,REF,Unknow,WATER,10.5,0,2023.75,0,0.75,,,2023.75,2023,0.999629400864731,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0005,DE-RF-FG-005,07-Flushing/Drying,REF,Unknow,WATER,10.5,0,2031.75,0,0.75,,,2031.75,2031,0.999630860095976,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0006,DE-RF-FG-006,07-Flushing/Drying,REF,Unknow,WATER,15.75,0,306.75,0,6,,,306.75,300.75,0.980440097799511,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0238,1000-03-PRC-02-238,07-Flushing/Drying,B,1000-03,DEM WATER,100,0,172,0,0,1,1,172,172,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,2,,,
04-H/V/P Test,HSP,0239,1000-03-PRC-03-239,07-Flushing/Drying,B,1000-03,DEM WATER,85,0,172,0,0,1,1,172,172,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,3,,,
04-H/V/P Test,HSP,0402,4000-08-CWR-91-402,07-Flushing/Drying,A,4000-08,WATER,11.25,0,18.75,0,1.5,,,18.75,17.25,0.92,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0423,4000-08-CWR-93-423,08-Face_Cleaning,B,4000-08,WATER,11.25,0,18,0,0,,,18,18,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,F.I.N,,,,,,,,,,
04-H/V/P Test,HSP,0444,4000-02-VA-04-444,08-Face_Cleaning,A,4000-02,VISUAL,0,0,800,0,0,5,5,800,800,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,F.I.N,,,,,,,,,,
04-H/V/P Test,HSP,0447,1000-03-VA-01-447,07-Flushing/Drying,A,1000-03,WATER,76.1,0,5,0,0,,,4,4,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0449,1000-03-PRC-09-449,07-Flushing/Drying,-,1000-03,VISUAL,0,0,29.5,0,0,1,1,29.5,29.5,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,HAMERZ,,,,,,,,
04-H/V/P Test,HSP,0453,2000-02-PRC-01-453,07-Flushing/Drying,-,2000-02,DEM WATER,112,0,10.5,0,0,,,10.5,10.5,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,HAMERZ,,,,,,,,
04-H/V/P Test,HSP,0455,1000-03-BD-04-455,07-Flushing/Drying,-,1000-03,DEM WATER,13.5,0,7.5,0,0,,,7.5,7.5,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,HAMERZ,,,,,,,,
04-H/V/P Test,HSP,0475,1000-02-VA-01-475,07-Flushing/Drying,-,1000-02,VISUAL,0,0,21.75,0,0,2,2,21,21,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,HAMERZ,,,,,,,,
04-H/V/P Test,HSP,0492,1000-01-OW-02-492,07-Flushing/Drying,A,1000-01,WATER,5.2,0,8.5,0,0,,,8.5,8.5,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0497,4000-08-CWR-100-497,07-Flushing/Drying,A,4000-08,WATER,5.25,0,20.25,0,0,,,18.75,18.75,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0498,4000-08-CWR-101-498,07-Flushing/Drying,A,4000-08,WATER,5.25,0,20.25,0,0,,,18.75,18.75,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0499,4000-08-CWR-102-499,07-Flushing/Drying,A,4000-08,WATER,5.25,0,20.25,0,0,,,18.75,18.75,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0500,4000-08-CWR-103-500,07-Flushing/Drying,A,4000-08,WATER,5.25,0,20.25,0,0,,,18.75,18.75,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0501,4000-08-CWR-104-501,07-Flushing/Drying,A,4000-08,WATER,5.25,0,20.25,0,0,,,18.75,18.75,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0502,4000-08-CWR-105-502,07-Flushing/Drying,A,4000-08,WATER,5.25,0,20.25,0,0,,,18.75,18.75,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0503,4000-08-CWR-106-503,07-Flushing/Drying,A,4000-08,WATER,5.25,0,20.25,0,0,,,18.75,18.75,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0519,1000-01-NG-03-519,07-Flushing/Drying,REF,1000-01,WATER,82.3,0,149.75,0,0,1,1,149,149,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0520,4000-09-OW-01-520,07-Flushing/Drying,REF,4000-09,VISUAL,0,0,22,0,0,,,22,22,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0521,4000-09-OW-02-521,07-Flushing/Drying,REF,4000-09,VISUAL,0,0,21,0,0,,,21,21,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0525,1000-01-PRG-03-525,08-Face_Cleaning,B,1000-01,WATER,136.1,0,629.75,0,0,11,11,613.75,613.75,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,F.I.N,,,,,,,,,,
04-H/V/P Test,HSP,0526,2000-01-RFG-01-526,07-Flushing/Drying,A,2000-01,WATER,130.7,0,848.25,0,0,8,8,788.25,788.25,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,1,,,,
04-H/V/P Test,HSP,0527,4000-02-LPS-05-527,08-Face_Cleaning,B,4000-02,WATER,16.7,0,727.75,0,0,26,26,722.5,722.5,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,F.I.N,,,,,,,,,,
04-H/V/P Test,HSP,0528,5000-01-VG-02-528,08-Face_Cleaning,B,5000-01,AIR,3.85,0,339.75,0,0,1,1,339,339,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,HSP,0536,4000-05-BD-05-536,08-Face_Cleaning,B,4000-05,WATER,5.25,0,10,0,0,,,10,10,1,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,
04-H/V/P Test,HSP,0543,1000-03-BD-05-543,07-Flushing/Drying,A,1000-03,DEM WATER,6.8,0,21,0,0,,,21,21,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0544,1000-03-MPC-02-544,07-Flushing/Drying,A,1000-03,WATER,74.6,0,37.5,0,0,,,37.5,37.5,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0577,1000-03-PRC-13-577,07-Flushing/Drying,B,1000-03,DEM WATER,97.6,0,3.75,0,0,,,3,3,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0578,1000-03-PRC-14-578,07-Flushing/Drying,A,1000-03,DEM WATER,97.6,0,142.5,0,0,1,1,141,141,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0668,1000-03-PRC-20-668,07-Flushing/Drying,A,1000-03,DEM WATER,99.4,0,201.5,0,0,2,2,196.25,196.25,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0674,1000-03-VA-02-674,07-Flushing/Drying,A,1000-03,DEM WATER,5.2,0,6.75,0,0.75,,,6,5.25,0.875,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0675,1000-02-VA-02-675,07-Flushing/Drying,A,1000-02,VISUAL,0,0,13.75,0,0,1,1,13,13,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0676,2000-04-VA-03-676,07-Flushing/Drying,A,2000-04,VISUAL,0,0,40.5,0,0,1,1,40.5,40.5,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0677,1000-02-VA-03-677,07-Flushing/Drying,A,1000-02,VISUAL,0,0,16.75,0,0,1,1,16,16,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0679,2000-01-VA-02-679,07-Flushing/Drying,A,2000-01,WATER,8.7,0,77.75,0,0,2,2,77,77,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0741,2000-03-WWO-03-741,07-Flushing/Drying,A,2000-03,VISUAL,0,0,122,0,0,6,6,122,122,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0793,1000-03-BD-07-793,07-Flushing/Drying,A,1000-03,DEM WATER,6.75,0,46.5,0,0,1,1,45,45,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0796,1000-03-BD-09-796,07-Flushing/Drying,A,1000-03,DEM WATER,5.2,0,10.5,0,1.5,,,9.75,8.25,0.846153846153846,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0803,4000-04-BFW-07-803,07-Flushing/Drying,A,4000-04,WATER,6.8,0,63.5,0,0,,,62,62,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0845,1000-01-PRG-06-845,07-Flushing/Drying,A,1000-01,WATER,136.1,0,4,0,0,,,4,4,1,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
04-H/V/P Test,HSP,0847,2000-02-PRG-01-847,07-Flushing/Drying,A,2000-02,WATER,208.1,0,3,0,1,,,3,2,0.666666666666667,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,,,,
